Date,Product Category,Quantity Sold,Price per Unit,Total Price
12/06/2023,Food,4,36.5,146
12/06/2023,Butchers,5,6.5,32.5
12/06/2023,Patisserie,5,15.5,77.5
12/06/2023,Electric household essentials,5,18.5,92.5
12/06/2023,Beverages,5,36.5,182.5
12/06/2023,Patisserie,6,11,66
12/06/2023,Patisserie,7,9.5,66.5
12/06/2023,Furniture,7,11,77
12/06/2023,Computers and electric accessories,7,14,98
12/06/2023,Food,7,18.5,129.5
12/06/2023,Patisserie,7,36.5,255.5
12/06/2023,Furniture,8,27.5,220
12/06/2023,Computers and electric accessories,9,21.5,193.5
12/06/2023,Butchers,9,30.5,274.5
12/06/2023,Electronics,2,25,50
12/06/2023,Food,32,4446.9,7507.02
13/06/2023,Beauty,10,2191.1899999999996,7509.01
13/06/2023,Clothing,5,4082.7599999999998,4478.71
13/06/2023,Beverages,1,38,38
13/06/2023,Furniture,3,18.5,55.5
13/06/2023,Food,3,21.5,64.5
13/06/2023,Patisserie,5,15.5,77.5
13/06/2023,Beverages,6,14,84
13/06/2023,Furniture,6,17,102
13/06/2023,Food,6,18.5,111
13/06/2023,Butchers,6,20,120
13/06/2023,Clothing,1,500,500
14/06/2023,Beauty,38,4642.46,4531.97
14/06/2023,Clothing,24,1891.02,1403.98
14/06/2023,Clothing,9,1668.95,249.6
14/06/2023,Computers and electric accessories,1,33.5,33.5
14/06/2023,Milk Products,3,8,24
14/06/2023,Patisserie,3,27.5,82.5
14/06/2023,Food,4,33.5,134
14/06/2023,Beverages,5,5,25
14/06/2023,Computers and electric accessories,5,11,55
14/06/2023,Patisserie,5,21.5,107.5
14/06/2023,Patisserie,6,5,30
14/06/2023,Computers and electric accessories,6,24.5,147
14/06/2023,Electric household essentials,6,30.5,183
14/06/2023,Food,6,35,210
14/06/2023,Computers and electric accessories,7,18.5,129.5
14/06/2023,Butchers,7,23,161
14/06/2023,Milk Products,7,27.5,192.5
14/06/2023,Beverages,7,29,203
14/06/2023,Computers and electric accessories,8,21.5,172
14/06/2023,Electric household essentials,8,30.5,244
14/06/2023,Food,9,9.5,85.5
14/06/2023,Food,9,24.5,220.5
14/06/2023,Milk Products,9,27.5,247.5
14/06/2023,Furniture,10,6.5,65
14/06/2023,Clothing,3,300,900
15/06/2023,Beauty,26,1935.25,9736.49
15/06/2023,Beauty,13,3263.96,6277.59
15/06/2023,Electronics,35,4645.17,6976.49
15/06/2023,Food,42,1355.44,2758.77
15/06/2023,Patisserie,2,12.5,25
15/06/2023,Milk Products,3,12.5,37.5
15/06/2023,Butchers,3,36.5,109.5
15/06/2023,Butchers,4,6.5,26
15/06/2023,Butchers,4,8,32
15/06/2023,Butchers,4,33.5,134
15/06/2023,Electric household essentials,6,11,66
15/06/2023,Computers and electric accessories,6,20,120
15/06/2023,Beverages,6,20,120
15/06/2023,Butchers,7,5,35
15/06/2023,Furniture,7,12.5,87.5
15/06/2023,Electric household essentials,9,23,207
15/06/2023,Butchers,9,26,234
15/06/2023,Food,10,20,200
15/06/2023,Patisserie,10,38,380
15/06/2023,Beauty,4,30,120
15/06/2023,Beauty,2,50,100
15/06/2023,Food,42,1355.44,2758.77
16/06/2023,Beverages,2,5,10
16/06/2023,Computers and electric accessories,2,35,70
16/06/2023,Computers and electric accessories,3,17,51
16/06/2023,Computers and electric accessories,4,21.5,86
16/06/2023,Computers and electric accessories,5,6.5,32.5
16/06/2023,Electric household essentials,6,15.5,93
16/06/2023,Computers and electric accessories,6,20,120
16/06/2023,Computers and electric accessories,6,36.5,219
16/06/2023,Patisserie,6,38,228
16/06/2023,Food,7,35,245
16/06/2023,Computers and electric accessories,8,26,208
16/06/2023,Furniture,8,35,280
16/06/2023,Butchers,9,9.5,85.5
16/06/2023,Computers and electric accessories,9,27.5,247.5
16/06/2023,Electronics,1,30,30
16/06/2023,Beauty,4,50,200
17/06/2023,Beauty,6,2742.97,2541.38
17/06/2023,Beauty,47,1703.02,1632.8
17/06/2023,Clothing,21,3254.5499999999997,862.02
17/06/2023,Furniture,2,11,22
17/06/2023,Butchers,2,12.5,25
17/06/2023,Butchers,2,21.5,43
17/06/2023,Milk Products,6,29,174
17/06/2023,Furniture,7,12.5,87.5
17/06/2023,Computers and electric accessories,10,23,230
17/06/2023,Beauty,1,50,50
17/06/2023,Beauty,4,50,200
17/06/2023,Clothing,4,300,1200
18/06/2023,Clothing,24,1862.88,2792.27
18/06/2023,Butchers,1,41,41
18/06/2023,Beverages,2,24.5,49
18/06/2023,Milk Products,2,32,64
18/06/2023,Patisserie,3,24.5,73.5
18/06/2023,Patisserie,4,30.5,122
18/06/2023,Food,6,33.5,201
18/06/2023,Electric household essentials,10,9.5,95
18/06/2023,Electronics,3,300,900
19/06/2023,Electronics,36,4076.77,2768.17
19/06/2023,Food,18,576.44,1263.76
19/06/2023,Food,27,3596.6400000000003,8064.5
19/06/2023,Milk Products,1,9.5,9.5
19/06/2023,Furniture,2,21.5,43
19/06/2023,Patisserie,2,27.5,55
19/06/2023,Computers and electric accessories,3,14,42
19/06/2023,Butchers,5,27.5,137.5
19/06/2023,Patisserie,6,39.5,237
19/06/2023,Furniture,7,15.5,108.5
19/06/2023,Furniture,9,12.5,112.5
19/06/2023,Electric household essentials,10,17,170
19/06/2023,Furniture,10,35,350
19/06/2023,Patisserie,10,39.5,395
19/06/2023,Electronics,3,500,1500
19/06/2023,Clothing,4,25,100
19/06/2023,Clothing,4,30,120
19/06/2023,Beauty,4,300,1200
19/06/2023,Clothing,1,25,25
19/06/2023,Food,18,576.44,1263.76
19/06/2023,Food,27,3596.6400000000003,8064.5
20/06/2023,Clothing,48,3049.04,2896.54
20/06/2023,Clothing,47,803.71,2019.24
20/06/2023,Beverages,2,6.5,13
20/06/2023,Food,3,6.5,19.5
20/06/2023,Electric household essentials,3,15.5,46.5
20/06/2023,Milk Products,3,15.5,46.5
20/06/2023,Computers and electric accessories,4,33.5,134
20/06/2023,Electric household essentials,4,38,152
20/06/2023,Milk Products,5,27.5,137.5
20/06/2023,Computers and electric accessories,5,32,160
20/06/2023,Furniture,6,5,30
20/06/2023,Butchers,8,17,136
20/06/2023,Milk Products,8,23,184
20/06/2023,Patisserie,8,27.5,220
20/06/2023,Milk Products,9,23,207
20/06/2023,Patisserie,9,29,261
20/06/2023,Butchers,9,36.5,328.5
20/06/2023,Milk Products,10,6.5,65
20/06/2023,Milk Products,10,30.5,305
20/06/2023,Clothing,3,30,90
20/06/2023,Electronics,4,25,100
21/06/2023,Clothing,28,1043.45,750.38
21/06/2023,Electronics,46,1138.49,9215.59
21/06/2023,Food,2,35,70
21/06/2023,Butchers,4,12.5,50
21/06/2023,Beverages,5,11,55
21/06/2023,Electric household essentials,5,12.5,62.5
21/06/2023,Computers and electric accessories,5,18.5,92.5
21/06/2023,Food,5,24.5,122.5
21/06/2023,Butchers,5,39.5,197.5
21/06/2023,Electric household essentials,7,21.5,150.5
21/06/2023,Electric household essentials,7,33.5,234.5
21/06/2023,Food,8,17,136
21/06/2023,Electronics,4,25,100
21/06/2023,Clothing,3,25,75
22/06/2023,Beauty,49,4645.64,6658.1
22/06/2023,Clothing,49,675.54,2265.23
22/06/2023,Electronics,39,2778.3999999999996,7762.51
22/06/2023,Electronics,25,4212.65,5917.1
22/06/2023,Milk Products,1,20,20
22/06/2023,Food,1,33.5,33.5
22/06/2023,Furniture,2,38,76
22/06/2023,Furniture,4,6.5,26
22/06/2023,Butchers,4,6.5,26
22/06/2023,Beverages,4,6.5,26
22/06/2023,Electric household essentials,4,32,128
22/06/2023,Electric household essentials,5,21.5,107.5
22/06/2023,Computers and electric accessories,6,36.5,219
22/06/2023,Furniture,6,39.5,237
22/06/2023,Butchers,6,41,246
22/06/2023,Computers and electric accessories,7,20,140
22/06/2023,Computers and electric accessories,7,21.5,150.5
22/06/2023,Food,7,21.5,150.5
22/06/2023,Beverages,7,24.5,171.5
22/06/2023,Milk Products,8,15.5,124
22/06/2023,Furniture,8,41,328
22/06/2023,Beauty,1,50,50
22/06/2023,Clothing,4,30,120
22/06/2023,Beauty,3,300,900
22/06/2023,Clothing,3,50,150
23/06/2023,Beauty,11,3552.6299999999997,914.5
23/06/2023,Electronics,27,1510.4299999999998,4291.02
23/06/2023,Computers and electric accessories,1,33.5,33.5
23/06/2023,Electric household essentials,2,29,58
23/06/2023,Furniture,2,39.5,79
23/06/2023,Butchers,3,23,69
23/06/2023,Food,6,9.5,57
23/06/2023,Patisserie,6,41,246
23/06/2023,Electric household essentials,7,11,77
23/06/2023,Clothing,1,50,50
23/06/2023,Beauty,4,30,120
24/06/2023,Beauty,13,4358.37,5851.41
24/06/2023,Clothing,43,3246.33,8292.31
24/06/2023,Electronics,24,5309.32,9422.75
24/06/2023,Furniture,1,12.5,12.5
24/06/2023,Food,2,24.5,49
24/06/2023,Patisserie,2,29,58
24/06/2023,Food,2,35,70
24/06/2023,Food,3,9.5,28.5
24/06/2023,Butchers,3,9.5,28.5
24/06/2023,Beverages,3,18.5,55.5
24/06/2023,Butchers,4,11,44
24/06/2023,Electric household essentials,5,20,100
24/06/2023,Milk Products,5,27.5,137.5
24/06/2023,Butchers,8,15.5,124
24/06/2023,Electric household essentials,8,23,184
24/06/2023,Beauty,3,300,900
24/06/2023,Electronics,4,500,2000
24/06/2023,Beauty,4,30,120
24/06/2023,Electronics,4,300,1200
24/06/2023,Electronics,4,500,2000
25/06/2023,Clothing,9,5129.1900000000005,1489.21
25/06/2023,Electronics,2,3480.58,5401.98
25/06/2023,Electronics,10,818.14,1781.82
25/06/2023,Butchers,1,11,11
25/06/2023,Electric household essentials,3,33.5,100.5
25/06/2023,Food,5,30.5,152.5
25/06/2023,Electric household essentials,6,11,66
25/06/2023,Furniture,8,35,280
25/06/2023,Beverages,9,20,180
25/06/2023,Electronics,3,300,900
26/06/2023,Beauty,35,4082.1099999999997,9029.21
26/06/2023,Beauty,47,3998.9100000000003,2457.65
26/06/2023,Clothing,35,684.6700000000001,6664.17
26/06/2023,Clothing,21,2598.58,6201.37
26/06/2023,Electronics,3,3733.71,9027.56
26/06/2023,Butchers,2,23,46
26/06/2023,Electric household essentials,4,38,152
26/06/2023,Patisserie,7,20,140
26/06/2023,Butchers,8,15.5,124
26/06/2023,Butchers,8,35,280
26/06/2023,Computers and electric accessories,8,39.5,316
26/06/2023,Computers and electric accessories,10,8,80
26/06/2023,Computers and electric accessories,10,23,230
26/06/2023,Butchers,10,38,380
26/06/2023,Electronics,4,300,1200
26/06/2023,Electronics,3,300,900
26/06/2023,Beauty,1,30,30
27/06/2023,Beauty,35,1321.18,5012.96
27/06/2023,Electronics,2,2977.52,7825.72
27/06/2023,Electronics,2,4545.78,9683.85
27/06/2023,Electronics,19,1464.71,3777.53
27/06/2023,Furniture,6,20,120
27/06/2023,Patisserie,7,24.5,171.5
27/06/2023,Electric household essentials,8,11,88
27/06/2023,Beauty,3,300,900
28/06/2023,Beauty,38,5088.06,8003.1
28/06/2023,Clothing,9,4273.6,2170.94
28/06/2023,Clothing,41,3946.77,5976.25
28/06/2023,Electronics,13,2437.7,2338.64
28/06/2023,Computers and electric accessories,2,11,22
28/06/2023,Computers and electric accessories,2,36.5,73
28/06/2023,Computers and electric accessories,3,33.5,100.5
28/06/2023,Food,3,41,123
28/06/2023,Patisserie,7,17,119
28/06/2023,Beverages,8,26,208
28/06/2023,Food,8,35,280
28/06/2023,Butchers,9,36.5,328.5
28/06/2023,Furniture,10,21.5,215
28/06/2023,Beauty,1,300,300
29/06/2023,Beauty,30,1095.4499999999998,4223.39
29/06/2023,Food,48,4625.5599999999995,114.59
29/06/2023,Patisserie,1,12.5,12.5
29/06/2023,Electric household essentials,2,35,70
29/06/2023,Milk Products,3,27.5,82.5
29/06/2023,Beverages,4,21.5,86
29/06/2023,Electric household essentials,5,11,55
29/06/2023,Food,5,33.5,167.5
29/06/2023,Butchers,7,12.5,87.5
29/06/2023,Butchers,7,30.5,213.5
29/06/2023,Computers and electric accessories,8,5,40
29/06/2023,Electric household essentials,8,15.5,124
29/06/2023,Furniture,9,12.5,112.5
29/06/2023,Milk Products,9,23,207
29/06/2023,Beauty,4,500,2000
29/06/2023,Beauty,4,25,100
29/06/2023,Clothing,1,50,50
30/06/2023,Beauty,13,1441.88,8840.86
30/06/2023,Clothing,46,2260.81,8414.04
30/06/2023,Clothing,6,2840.1400000000003,3312.67
30/06/2023,Patisserie,2,21.5,43
30/06/2023,Computers and electric accessories,4,11,44
30/06/2023,Patisserie,6,15.5,93
30/06/2023,Beverages,6,17,102
30/06/2023,Milk Products,6,23,138
30/06/2023,Electric household essentials,8,29,232
30/06/2023,Butchers,8,36.5,292
30/06/2023,Electric household essentials,8,38,304
30/06/2023,Butchers,10,21.5,215
30/06/2023,Clothing,2,500,1000
30/06/2023,Clothing,1,30,30
01/07/2023,Beauty,31,4880.799999999999,2150.05
01/07/2023,Beauty,17,1840.77,3111.57
01/07/2023,Clothing,15,1710.95,8666.43
01/07/2023,Computers and electric accessories,1,20,20
01/07/2023,Beverages,2,20,40
01/07/2023,Furniture,3,8,24
01/07/2023,Butchers,3,11,33
01/07/2023,Beverages,3,26,78
01/07/2023,Beverages,3,39.5,118.5
01/07/2023,Milk Products,4,29,116
01/07/2023,Butchers,5,29,145
01/07/2023,Computers and electric accessories,5,32,160
01/07/2023,Food,8,41,328
01/07/2023,Butchers,9,38,342
01/07/2023,Furniture,10,20,200
01/07/2023,Clothing,3,500,1500
01/07/2023,Beauty,2,30,60
01/07/2023,Electronics,4,25,100
01/07/2023,Beauty,3,30,90
02/07/2023,Clothing,7,4747.07,9278.53
02/07/2023,Electronics,36,1150.28,8602.29
02/07/2023,Beverages,1,35,35
02/07/2023,Computers and electric accessories,3,8,24
02/07/2023,Electric household essentials,3,11,33
02/07/2023,Electric household essentials,4,15.5,62
02/07/2023,Furniture,4,41,164
02/07/2023,Electric household essentials,6,20,120
02/07/2023,Food,7,17,119
02/07/2023,Milk Products,7,20,140
03/07/2023,Beauty,15,2867.36,6380.2
03/07/2023,Furniture,1,6.5,6.5
03/07/2023,Butchers,1,6.5,6.5
03/07/2023,Milk Products,1,8,8
03/07/2023,Beverages,1,38,38
03/07/2023,Electric household essentials,3,5,15
03/07/2023,Computers and electric accessories,3,26,78
03/07/2023,Patisserie,4,17,68
03/07/2023,Food,4,18.5,74
03/07/2023,Milk Products,6,20,120
03/07/2023,Furniture,7,20,140
03/07/2023,Computers and electric accessories,7,27.5,192.5
03/07/2023,Patisserie,8,15.5,124
03/07/2023,Electronics,1,30,30
03/07/2023,Electronics,4,50,200
04/07/2023,Beauty,31,1320.3200000000002,5240.32
04/07/2023,Computers and electric accessories,3,17,51
04/07/2023,Milk Products,4,27.5,110
04/07/2023,Patisserie,4,38,152
04/07/2023,Food,6,30.5,183
04/07/2023,Electric household essentials,7,27.5,192.5
04/07/2023,Beverages,8,35,280
04/07/2023,Food,9,36.5,328.5
04/07/2023,Milk Products,10,9.5,95
04/07/2023,Beverages,10,21.5,215
04/07/2023,Butchers,10,26,260
04/07/2023,Computers and electric accessories,10,30.5,305
04/07/2023,Computers and electric accessories,10,33.5,335
04/07/2023,Clothing,1,500,500
05/07/2023,Beauty,27,3836.52,6360.67
05/07/2023,Beverages,1,5,5
05/07/2023,Patisserie,2,9.5,19
05/07/2023,Food,2,21.5,43
05/07/2023,Food,3,35,105
05/07/2023,Beverages,4,6.5,26
05/07/2023,Milk Products,4,20,80
05/07/2023,Computers and electric accessories,5,17,85
05/07/2023,Electric household essentials,9,35,315
05/07/2023,Clothing,1,50,50
05/07/2023,Beauty,1,500,500
05/07/2023,Clothing,4,50,200
05/07/2023,Beauty,1,30,30
06/07/2023,Clothing,16,4461.51,1242.41
06/07/2023,Electronics,11,540.38,4396.81
06/07/2023,Patisserie,2,41,82
06/07/2023,Beverages,3,24.5,73.5
06/07/2023,Butchers,4,6.5,26
06/07/2023,Patisserie,4,24.5,98
06/07/2023,Furniture,4,26,104
06/07/2023,Beverages,6,32,192
06/07/2023,Beverages,8,14,112
06/07/2023,Beauty,4,50,200
06/07/2023,Beauty,4,500,2000
06/07/2023,Clothing,2,30,60
07/07/2023,Beauty,14,2709.4,1039.69
07/07/2023,Clothing,35,2646.5299999999997,6772.8
07/07/2023,Clothing,15,1329.26,9519.3
07/07/2023,Food,13,4357.49,8775.56
07/07/2023,Food,14,4495.13,5993.5
07/07/2023,Beverages,1,29,29
07/07/2023,Furniture,2,41,82
07/07/2023,Beverages,3,6.5,19.5
07/07/2023,Patisserie,3,21.5,64.5
07/07/2023,Milk Products,4,5,20
07/07/2023,Butchers,6,23,138
07/07/2023,Food,9,14,126
07/07/2023,Furniture,9,41,369
07/07/2023,Electric household essentials,10,23,230
07/07/2023,Food,13,4357.49,8775.56
07/07/2023,Food,14,4495.13,5993.5
08/07/2023,Electronics,23,1567.78,5947.31
08/07/2023,Milk Products,1,33.5,33.5
08/07/2023,Butchers,1,39.5,39.5
08/07/2023,Beverages,2,18.5,37
08/07/2023,Electric household essentials,3,26,78
08/07/2023,Furniture,5,15.5,77.5
08/07/2023,Computers and electric accessories,5,27.5,137.5
08/07/2023,Milk Products,5,38,190
08/07/2023,Food,5,41,205
08/07/2023,Electric household essentials,5,41,205
08/07/2023,Beverages,6,15.5,93
08/07/2023,Patisserie,7,21.5,150.5
08/07/2023,Food,7,23,161
08/07/2023,Beverages,8,29,232
08/07/2023,Electric household essentials,9,11,99
08/07/2023,Beverages,9,29,261
08/07/2023,Electronics,2,50,100
08/07/2023,Electronics,4,30,120
09/07/2023,Food,28,2765.79,7041.28
09/07/2023,Beverages,3,5,15
09/07/2023,Patisserie,3,21.5,64.5
09/07/2023,Computers and electric accessories,5,35,175
09/07/2023,Electric household essentials,6,36.5,219
09/07/2023,Furniture,7,26,182
09/07/2023,Milk Products,7,39.5,276.5
09/07/2023,Electric household essentials,8,11,88
09/07/2023,Patisserie,8,30.5,244
09/07/2023,Beverages,8,39.5,316
09/07/2023,Furniture,9,26,234
09/07/2023,Butchers,9,33.5,301.5
09/07/2023,Clothing,2,50,100
09/07/2023,Clothing,4,25,100
09/07/2023,Clothing,3,25,75
09/07/2023,Beauty,1,50,50
10/07/2023,Food,36,4384.85,6976.95
10/07/2023,Milk Products,1,12.5,12.5
10/07/2023,Butchers,2,12.5,25
10/07/2023,Electric household essentials,2,32,64
10/07/2023,Milk Products,5,9.5,47.5
10/07/2023,Food,5,35,175
10/07/2023,Butchers,6,6.5,39
10/07/2023,Computers and electric accessories,7,30.5,213.5
10/07/2023,Food,8,21.5,172
10/07/2023,Food,8,21.5,172
10/07/2023,Patisserie,9,29,261
10/07/2023,Food,36,4384.85,6976.95
11/07/2023,Electronics,33,3083.06,7667.1
11/07/2023,Electronics,40,3239.74,5910.67
11/07/2023,Milk Products,1,23,23
11/07/2023,Beverages,1,41,41
11/07/2023,Milk Products,2,5,10
11/07/2023,Computers and electric accessories,3,12.5,37.5
11/07/2023,Food,3,29,87
11/07/2023,Food,3,35,105
11/07/2023,Butchers,3,35,105
11/07/2023,Computers and electric accessories,4,20,80
11/07/2023,Computers and electric accessories,4,32,128
11/07/2023,Milk Products,5,20,100
11/07/2023,Beverages,5,24.5,122.5
11/07/2023,Milk Products,6,36.5,219
11/07/2023,Patisserie,7,11,77
11/07/2023,Food,10,18.5,185
11/07/2023,Beauty,2,50,100
11/07/2023,Electronics,2,50,100
12/07/2023,Beauty,17,4045.3399999999997,485.49
12/07/2023,Electronics,14,2796.8799999999997,9580.05
12/07/2023,Food,2,944.79,5051.12
12/07/2023,Electric household essentials,2,23,46
12/07/2023,Beverages,2,24.5,49
12/07/2023,Furniture,3,32,96
12/07/2023,Beverages,3,38,114
12/07/2023,Beverages,4,20,80
12/07/2023,Computers and electric accessories,7,11,77
12/07/2023,Electric household essentials,7,33.5,234.5
12/07/2023,Beverages,8,6.5,52
12/07/2023,Butchers,8,33.5,268
12/07/2023,Furniture,9,6.5,58.5
12/07/2023,Computers and electric accessories,10,6.5,65
12/07/2023,Beverages,10,30.5,305
12/07/2023,Food,10,32,320
12/07/2023,Electronics,1,30,30
12/07/2023,Food,2,944.79,5051.12
13/07/2023,Beauty,43,4469.07,9638.64
13/07/2023,Clothing,16,1189.22,1526.38
13/07/2023,Food,47,4694.21,7002.37
13/07/2023,Milk Products,1,23,23
13/07/2023,Butchers,2,26,52
13/07/2023,Milk Products,4,14,56
13/07/2023,Furniture,4,26,104
13/07/2023,Computers and electric accessories,4,27.5,110
13/07/2023,Butchers,6,12.5,75
13/07/2023,Milk Products,6,38,228
13/07/2023,Patisserie,8,6.5,52
13/07/2023,Milk Products,8,27.5,220
13/07/2023,Beverages,8,29,232
13/07/2023,Furniture,8,38,304
13/07/2023,Electric household essentials,8,41,328
13/07/2023,Beverages,9,5,45
13/07/2023,Furniture,9,20,180
13/07/2023,Furniture,10,39.5,395
13/07/2023,Electronics,2,50,100
14/07/2023,Clothing,39,5088.0199999999995,3407.09
14/07/2023,Clothing,16,2568.13,7001.64
14/07/2023,Food,22,3606.0899999999997,6650.67
14/07/2023,Beverages,2,21.5,43
14/07/2023,Food,2,29,58
14/07/2023,Food,3,23,69
14/07/2023,Computers and electric accessories,9,12.5,112.5
14/07/2023,Beverages,9,38,342
14/07/2023,Milk Products,10,27.5,275
14/07/2023,Clothing,1,300,300
14/07/2023,Beauty,4,25,100
14/07/2023,Beauty,4,500,2000
14/07/2023,Beauty,2,300,600
14/07/2023,Electronics,3,300,900
14/07/2023,Electronics,2,30,60
14/07/2023,Beauty,3,300,900
14/07/2023,Electronics,3,50,150
14/07/2023,Beauty,3,30,90
14/07/2023,Clothing,1,25,25
14/07/2023,Food,22,3606.0899999999997,6650.67
15/07/2023,Electronics,23,2147.8,5705.19
15/07/2023,Food,48,3080.61,1700.55
15/07/2023,Food,1,24.5,24.5
15/07/2023,Computers and electric accessories,1,32,32
15/07/2023,Patisserie,2,26,52
15/07/2023,Butchers,3,29,87
15/07/2023,Milk Products,3,41,123
15/07/2023,Food,4,17,68
15/07/2023,Furniture,6,5,30
15/07/2023,Milk Products,7,15.5,108.5
15/07/2023,Milk Products,8,23,184
15/07/2023,Furniture,10,6.5,65
15/07/2023,Computers and electric accessories,10,21.5,215
15/07/2023,Food,10,36.5,365
15/07/2023,Beauty,3,500,1500
15/07/2023,Clothing,3,500,1500
16/07/2023,Beauty,18,1180.04,3137.09
16/07/2023,Beverages,1,24.5,24.5
16/07/2023,Computers and electric accessories,1,32,32
16/07/2023,Computers and electric accessories,4,6.5,26
16/07/2023,Furniture,4,27.5,110
16/07/2023,Patisserie,4,36.5,146
16/07/2023,Milk Products,4,38,152
16/07/2023,Milk Products,5,33.5,167.5
16/07/2023,Patisserie,6,23,138
16/07/2023,Patisserie,7,12.5,87.5
16/07/2023,Computers and electric accessories,7,36.5,255.5
16/07/2023,Butchers,8,27.5,220
16/07/2023,Electric household essentials,10,38,380
16/07/2023,Butchers,10,38,380
16/07/2023,Clothing,3,30,90
16/07/2023,Clothing,4,25,100
17/07/2023,Clothing,19,3209.22,3023.48
17/07/2023,Clothing,14,1882.79,7320.51
17/07/2023,Clothing,31,1001.77,3438.35
17/07/2023,Electronics,15,1870.88,5738.44
17/07/2023,Electronics,14,1514.6100000000001,5076.05
17/07/2023,Computers and electric accessories,2,29,58
17/07/2023,Butchers,3,11,33
17/07/2023,Computers and electric accessories,3,20,60
17/07/2023,Computers and electric accessories,3,26,78
17/07/2023,Milk Products,3,30.5,91.5
17/07/2023,Butchers,3,36.5,109.5
17/07/2023,Computers and electric accessories,4,24.5,98
17/07/2023,Computers and electric accessories,5,18.5,92.5
17/07/2023,Electric household essentials,5,24.5,122.5
17/07/2023,Milk Products,6,5,30
17/07/2023,Patisserie,6,21.5,129
17/07/2023,Electric household essentials,6,30.5,183
17/07/2023,Electric household essentials,6,38,228
17/07/2023,Electric household essentials,7,11,77
17/07/2023,Beverages,7,32,224
17/07/2023,Beverages,8,32,256
17/07/2023,Food,9,5,45
17/07/2023,Patisserie,9,20,180
17/07/2023,Electric household essentials,10,14,140
17/07/2023,Computers and electric accessories,10,26,260
17/07/2023,Furniture,10,27.5,275
17/07/2023,Clothing,1,50,50
17/07/2023,Clothing,3,300,900
18/07/2023,Beauty,43,4973.38,6107.78
18/07/2023,Clothing,12,5145.88,7948.31
18/07/2023,Electronics,42,907.63,6675.77
18/07/2023,Computers and electric accessories,1,11,11
18/07/2023,Furniture,1,30.5,30.5
18/07/2023,Beverages,3,32,96
18/07/2023,Beverages,4,30.5,122
18/07/2023,Electric household essentials,4,35,140
18/07/2023,Food,10,21.5,215
19/07/2023,Beauty,10,2438.9700000000003,656.14
19/07/2023,Electronics,10,3054.79,5684.33
19/07/2023,Furniture,2,15.5,31
19/07/2023,Beverages,2,27.5,55
19/07/2023,Patisserie,2,36.5,73
19/07/2023,Butchers,4,38,152
19/07/2023,Furniture,5,6.5,32.5
19/07/2023,Electric household essentials,5,35,175
19/07/2023,Computers and electric accessories,7,11,77
19/07/2023,Butchers,7,12.5,87.5
19/07/2023,Milk Products,10,32,320
19/07/2023,Electronics,2,30,60
19/07/2023,Electronics,3,500,1500
19/07/2023,Electronics,4,50,200
19/07/2023,Electronics,1,300,300
20/07/2023,Beauty,43,4537.94,7354.06
20/07/2023,Electronics,48,1939.04,903.38
20/07/2023,Food,17,1366.62,7075.09
20/07/2023,Milk Products,1,27.5,27.5
20/07/2023,Beverages,5,14,70
20/07/2023,Computers and electric accessories,5,15.5,77.5
20/07/2023,Patisserie,6,17,102
20/07/2023,Butchers,6,30.5,183
20/07/2023,Electric household essentials,6,41,246
21/07/2023,Beauty,4,1177.75,3492.19
21/07/2023,Clothing,4,1619.69,2282.99
21/07/2023,Electronics,32,1176.17,6359.59
21/07/2023,Food,1,404.69,3388.69
21/07/2023,Butchers,1,35,35
21/07/2023,Beverages,1,36.5,36.5
21/07/2023,Butchers,3,33.5,100.5
21/07/2023,Electric household essentials,4,36.5,146
21/07/2023,Milk Products,4,39.5,158
21/07/2023,Furniture,5,35,175
21/07/2023,Electric household essentials,5,41,205
21/07/2023,Patisserie,6,33.5,201
21/07/2023,Electric household essentials,6,41,246
21/07/2023,Milk Products,7,5,35
21/07/2023,Electric household essentials,8,5,40
21/07/2023,Computers and electric accessories,8,32,256
21/07/2023,Electric household essentials,9,5,45
21/07/2023,Furniture,9,5,45
21/07/2023,Furniture,10,12.5,125
21/07/2023,Milk Products,10,33.5,335
21/07/2023,Electronics,2,500,1000
22/07/2023,Clothing,42,3600.14,6807.67
22/07/2023,Patisserie,1,14,14
22/07/2023,Milk Products,2,15.5,31
22/07/2023,Food,4,8,32
22/07/2023,Computers and electric accessories,5,8,40
22/07/2023,Milk Products,5,23,115
22/07/2023,Electric household essentials,5,33.5,167.5
22/07/2023,Beverages,6,26,156
22/07/2023,Electric household essentials,6,29,174
22/07/2023,Butchers,8,27.5,220
22/07/2023,Patisserie,8,39.5,316
22/07/2023,Milk Products,9,32,288
22/07/2023,Computers and electric accessories,10,15.5,155
22/07/2023,Butchers,10,15.5,155
22/07/2023,Beauty,4,25,100
22/07/2023,Clothing,1,50,50
23/07/2023,Beauty,35,2707.25,7591.63
23/07/2023,Electronics,26,4226.56,8417.07
23/07/2023,Electric household essentials,2,32,64
23/07/2023,Milk Products,3,36.5,109.5
23/07/2023,Furniture,3,41,123
23/07/2023,Computers and electric accessories,4,6.5,26
23/07/2023,Milk Products,4,15.5,62
23/07/2023,Furniture,5,24.5,122.5
23/07/2023,Milk Products,7,20,140
23/07/2023,Beverages,7,26,182
23/07/2023,Beverages,8,9.5,76
23/07/2023,Furniture,8,12.5,100
23/07/2023,Beverages,8,27.5,220
23/07/2023,Milk Products,9,29,261
23/07/2023,Food,10,8,80
